ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0,0.0,0.00714285714286,0.0,0.992857142857
2,0.528614202189,0.0,0.0331913191192,0.267941082988,0.170253395704
3,0.386321600617,0.0,0.0299303737801,0.115285218311,0.468462807291
4,0.0309876753033,0.0258176803647,0.100459008329,0.0657615092552,0.776974126748
5,0.429688696669,0.00130524117301,0.0433104612895,0.317509700357,0.208185900511
6,0.336948040944,0.0,0.0629255866308,0.405804243806,0.194322128619
7,0.464667852959,0.0,0.13872031894,0.323153723813,0.0734581042882
8,0.703428282273,0.0,0.0,0.0,0.296571717727
9,0.55977831508,0.0,0.0,0.0914469790186,0.348774705901
10,0.586955124191,0.0,0.0192554497088,0.229019119994,0.164770306106
11,0.641500804843,0.0,0.0262895229775,0.113525665559,0.218684006621
12,0.0110332792784,0.0227165888717,0.252084328525,0.234225956143,0.479939847183
13,0.662971716903,0.0,0.0,0.0746626249524,0.262365658144
14,0.429688696669,0.00130524117301,0.0433104612895,0.317509700357,0.208185900511
15,0.673677726242,0.00916798983605,0.00969504499349,0.181226048791,0.126233190138
16,0.715341259409,0.0,0.0,0.0,0.284658740591
17,0.29991003537,0.0,0.0376649688838,0.471103186859,0.191321808887
18,0.414528630631,0.0,0.0305650182732,0.347773669869,0.207132681226
19,0.445319871349,0.0,0.0688955584921,0.115353014364,0.370431555795
20,0.0,0.0,0.106773989899,0.116044372294,0.777181637807
21,0.292183571957,0.0260927097393,0.0266550709703,0.0974308130291,0.557637834304
22,0.0,0.0,0.0843969537898,0.0,0.91560304621
23,0.511272634109,0.0,0.0204808434586,0.253598675909,0.214647846524
24,0.0,0.0,0.0513763070326,0.0,0.948623692967
25,0.555557624754,0.0,0.0099955363151,0.199005313981,0.23544152495
26,0.386321600617,0.0,0.0299303737801,0.115285218311,0.468462807291
27,0.90756775109,0.0,0.0,0.0,0.0924322489105
28,0.163290927672,0.0,0.0,0.111215033341,0.725494038987
29,0.388429612602,0.00650571288777,0.0501890678951,0.44347639978,0.111399206835
30,0.426767151016,0.0,0.0344102274927,0.339001990105,0.199820631386
31,0.390219680072,0.0,0.0479247052378,0.328096969117,0.233758645573
32,0.926760704393,0.0,0.0,0.0,0.0732392956072
33,0.305521744153,0.0,0.04223406271,0.219507634924,0.432736558213
34,0.913624228395,0.00136676215623,0.0,0.00785779749581,0.0771512119528
35,0.407773854488,0.00687507058377,0.0718031069402,0.00783942118833,0.5057085468
36,0.511272634109,0.0,0.0204808434586,0.253598675909,0.214647846524
37,0.424678637188,0.0195925054784,0.0654254808607,0.20963829852,0.280665077952
38,0.838219327909,0.0,0.0,0.0644916491993,0.0972890228913
39,0.400282690289,0.0,0.0181884921245,0.301027771653,0.280501045934
40,0.511272634109,0.0,0.0204808434586,0.253598675909,0.214647846524
41,0.0,0.0,0.357725885226,0.165278540904,0.476995573871
42,0.0,0.0858941018132,0.0,0.0,0.914105898187
43,0.445209353853,0.0,0.0203367025636,0.160235689368,0.374218254216
44,0.0,0.0453223622188,0.0261222455905,0.00716026988213,0.921395122309
45,0.305521744153,0.0,0.04223406271,0.219507634924,0.432736558213
46,0.552638040723,0.0,0.0152051462673,0.250169342067,0.181987470943
47,0.445319871349,0.0,0.0688955584921,0.115353014364,0.370431555795
48,0.429688696669,0.00130524117301,0.0433104612895,0.317509700357,0.208185900511
49,0.390219680072,0.0,0.0479247052378,0.328096969117,0.233758645573
50,0.0,0.0,0.0125,0.0719642857143,0.915535714286
51,0.107818017719,0.0462006157309,0.0858202784786,0.0,0.760161088071
52,0.366207214861,0.0,0.163182529806,0.438876546337,0.0317337089966
53,0.913624228395,0.00136676215623,0.0,0.00785779749581,0.0771512119528
54,0.175216449819,0.0490790783486,0.155067863474,0.0,0.620636608358
55,0.0,0.0,0.202573637555,0.115737730407,0.681688632038
56,0.503730183981,0.0,0.162015379963,0.0516025935279,0.282651842528
57,0.511272634109,0.0,0.0204808434586,0.253598675909,0.214647846524
58,0.0,0.0344610553961,0.0330794451993,0.0,0.932459499405
59,0.00865213164772,0.0191722453903,0.0979318257471,0.0227589107408,0.851484886474
60,0.920213030704,0.0,0.0,0.0168365851281,0.0629503841683
61,0.485434042599,0.00345723718023,0.0289842814582,0.284132278925,0.197992159837
62,0.342661194888,0.00516690203961,0.065438260928,0.381709622635,0.20502401951
63,0.383117413045,0.0,0.0,0.0668674159453,0.55001517101
64,0.0,0.011519604796,0.019056949784,0.0,0.96942344542
65,0.107818017719,0.0462006157309,0.0858202784786,0.0,0.760161088071
66,0.613280325988,0.0,0.0195521152461,0.209156671911,0.158010886855
67,0.877335989603,0.00310020793594,0.0,0.015773088775,0.103790713686
68,0.179288419913,0.0,0.490992965368,0.0,0.329718614719
69,0.429688696669,0.00130524117301,0.0433104612895,0.317509700357,0.208185900511
70,0.00316491880449,0.00823773514454,0.0835163339403,0.00271844949715,0.902362562614
71,0.0,0.215457806083,0.0,0.105740266678,0.678801927239
72,0.898119670275,0.0,0.0,0.0312629381434,0.0706173915814
73,0.0,0.0,0.059792376686,0.0,0.940207623314
74,0.429688696669,0.00130524117301,0.0433104612895,0.317509700357,0.208185900511
75,0.0,0.00520743513143,0.00922772413993,0.0,0.985564840729
76,0.407773854488,0.00687507058377,0.0718031069402,0.00783942118833,0.5057085468
77,0.928405830162,0.0,0.00138353649902,0.00775864823001,0.0624519851088
78,0.271605886908,0.0,0.046399515287,0.215329477512,0.466665120292
79,0.48139859297,0.0,0.0486987853951,0.308474618525,0.161428003109
80,0.988333333333,0.0,0.0,0.0,0.0116666666667
81,0.0,0.0,0.0,0.0,1.0
82,0.0,0.0344610553961,0.0330794451993,0.0,0.932459499405
83,0.511272634109,0.0,0.0204808434586,0.253598675909,0.214647846524
84,0.0,0.0453223622188,0.0261222455905,0.00716026988213,0.921395122309
85,0.311516641076,0.0,0.0653370734552,0.468076162414,0.155070123055
86,0.308785059743,0.0400009857585,0.08824139448,0.0,0.562972560018
87,0.0110332792784,0.0227165888717,0.252084328525,0.234225956143,0.479939847183
88,0.613280325988,0.0,0.0195521152461,0.209156671911,0.158010886855
89,0.0,0.0,0.108168745233,0.030089106401,0.861742148366
90,0.877335989603,0.00310020793594,0.0,0.015773088775,0.103790713686
91,0.0,0.0,0.253136724387,0.0,0.746863275613
92,0.0,0.0,0.17663804537,0.0,0.82336195463
93,0.928405830162,0.0,0.00138353649902,0.00775864823001,0.0624519851088
94,0.388429612602,0.00650571288777,0.0501890678951,0.44347639978,0.111399206835
95,0.353602325041,0.00944258712049,0.0407985799069,0.144538915542,0.451617592389
96,0.429688696669,0.00130524117301,0.0433104612895,0.317509700357,0.208185900511
97,0.410929533092,0.00455822859809,0.0441174194996,0.374512337753,0.165882481058
98,0.0,0.011519604796,0.019056949784,0.0,0.96942344542
99,0.407773854488,0.00687507058377,0.0718031069402,0.00783942118833,0.5057085468
100,0.410929533092,0.00455822859809,0.0441174194996,0.374512337753,0.165882481058
101,0.87398977163,0.0,0.00802117306759,0.00654537242732,0.111443682875
102,0.445209353853,0.0,0.0203367025636,0.160235689368,0.374218254216
103,0.485434042599,0.00345723718023,0.0289842814582,0.284132278925,0.197992159837
104,0.511272634109,0.0,0.0204808434586,0.253598675909,0.214647846524
105,0.454462273005,0.0,0.0229891055594,0.0998853927562,0.422663228679
106,0.576866679534,0.0,0.0339863511808,0.232063176882,0.157083792403
107,0.414528630631,0.0,0.0305650182732,0.347773669869,0.207132681226
108,0.0481946031744,0.0,0.211389635224,0.245210294973,0.495205466628
109,1.0,0.0,0.0,0.0,0.0
110,0.445319871349,0.0,0.0688955584921,0.115353014364,0.370431555795
111,0.390219680072,0.0,0.0479247052378,0.328096969117,0.233758645573
112,0.511272634109,0.0,0.0204808434586,0.253598675909,0.214647846524
113,0.198185136295,0.0,0.027065496669,0.572895337692,0.201854029344
114,0.336948040944,0.0,0.0629255866308,0.405804243806,0.194322128619
115,0.0,0.0,0.0,0.0559089587098,0.94409104129
116,0.689747947431,0.0,0.0199493646491,0.132126632785,0.158176055135
117,0.639469204508,0.0182351044089,0.0169712693593,0.188915412635,0.136409009088
118,0.0,0.0,0.265477417814,0.34192786272,0.392594719466
119,0.111486291486,0.12738546176,0.0,0.761128246753,0.0
120,0.305521744153,0.0,0.04223406271,0.219507634924,0.432736558213
121,0.928405830162,0.0,0.00138353649902,0.00775864823001,0.0624519851088
122,0.913624228395,0.00136676215623,0.0,0.00785779749581,0.0771512119528
123,0.913624228395,0.00136676215623,0.0,0.00785779749581,0.0771512119528
124,0.0,0.0344610553961,0.0330794451993,0.0,0.932459499405
125,0.0,0.0,0.0,0.0,1.0
126,0.94320223793,0.0,0.0,0.0,0.0567977620701
127,0.335594301315,0.0,0.062754047786,0.142488398602,0.459163252297
128,0.888248941161,0.0,0.0,0.018201419612,0.0935496392265
129,0.913624228395,0.00136676215623,0.0,0.00785779749581,0.0771512119528
130,0.913624228395,0.00136676215623,0.0,0.00785779749581,0.0771512119528
131,0.429688696669,0.00130524117301,0.0433104612895,0.317509700357,0.208185900511
132,0.913624228395,0.00136676215623,0.0,0.00785779749581,0.0771512119528
133,0.913624228395,0.00136676215623,0.0,0.00785779749581,0.0771512119528
134,0.552638040723,0.0,0.0152051462673,0.250169342067,0.181987470943
135,0.557121821774,0.0,0.0948693264449,0.0980884800495,0.249920371732
136,0.537393213577,0.00189195722691,0.024947662751,0.261033873609,0.174733292836
137,0.213457244976,0.0,0.0739699375204,0.241864376622,0.470708440881
138,0.0,0.0,0.059792376686,0.0,0.940207623314
139,0.224829153986,0.0,0.023693521582,0.592528626729,0.158948697703
140,0.429688696669,0.00130524117301,0.0433104612895,0.317509700357,0.208185900511
141,0.639469204508,0.0182351044089,0.0169712693593,0.188915412635,0.136409009088
142,0.175216449819,0.0490790783486,0.155067863474,0.0,0.620636608358
143,0.420177404369,0.0,0.0256862817921,0.414644757208,0.139491556631
144,0.395541698477,0.0,0.0678153883605,0.477954838027,0.0586880751355
145,0.586955124191,0.0,0.0192554497088,0.229019119994,0.164770306106
146,0.278528353298,0.0174467187779,0.0506583093068,0.462479381829,0.190887236788
147,0.335594301315,0.0,0.062754047786,0.142488398602,0.459163252297
148,0.250145772324,0.0,0.0295205156304,0.521092605419,0.199241106626
149,0.00316491880449,0.00823773514454,0.0835163339403,0.00271844949715,0.902362562614
150,0.0478400772721,0.0866835057779,0.229708163147,0.0,0.635768253803
151,0.445319871349,0.0,0.0688955584921,0.115353014364,0.370431555795
152,0.00854302106077,0.0,0.276103944913,0.02553252047,0.689820513556
153,0.641500804843,0.0,0.0262895229775,0.113525665559,0.218684006621
154,0.0,0.00743233341922,0.255960133475,0.360795152596,0.375812380509
155,0.871514277855,0.0,0.0,0.0324646299554,0.0960210921897
156,0.551141774892,0.0,0.0,0.193245851371,0.255612373737
157,0.29991003537,0.0,0.0376649688838,0.471103186859,0.191321808887
158,0.0,0.00520743513143,0.00922772413993,0.0,0.985564840729
159,0.445319871349,0.0,0.0688955584921,0.115353014364,0.370431555795
160,0.429688696669,0.00130524117301,0.0433104612895,0.317509700357,0.208185900511
161,0.552638040723,0.0,0.0152051462673,0.250169342067,0.181987470943
162,0.599653414389,0.00417837919242,0.00391361304032,0.175873952497,0.216380640881
163,0.0,0.0,0.0,0.0,1.0
164,0.928405830162,0.0,0.00138353649902,0.00775864823001,0.0624519851088
165,0.414528630631,0.0,0.0305650182732,0.347773669869,0.207132681226
166,0.928405830162,0.0,0.00138353649902,0.00775864823001,0.0624519851088
167,0.599653414389,0.00417837919242,0.00391361304032,0.175873952497,0.216380640881
168,0.537393213577,0.00189195722691,0.024947662751,0.261033873609,0.174733292836
169,0.444533255565,0.0,0.0,0.267802596653,0.287664147782
170,0.8695286437,0.0,0.0,0.0451353879988,0.0853359683012
171,0.0,0.0,0.025,0.343333333333,0.631666666667
172,0.537393213577,0.00189195722691,0.024947662751,0.261033873609,0.174733292836
173,0.344931231582,0.0,0.026103821637,0.475453379276,0.153511567505
174,0.343150748152,0.0,0.0552515582511,0.428235485869,0.173362207728
175,0.429688696669,0.00130524117301,0.0433104612895,0.317509700357,0.208185900511
176,0.28611899476,0.0184219549151,0.0363855864442,0.0,0.659073463881
177,0.159927515977,0.0,0.0723195596964,0.511900570898,0.255852353428
178,0.657490981241,0.0,0.0,0.0,0.342509018759
179,0.410929533092,0.00455822859809,0.0441174194996,0.374512337753,0.165882481058
180,0.15,0.0,0.0108173076923,0.0139423076923,0.825240384615
181,0.0,0.040833286116,0.0552896769702,0.0,0.903877036914
182,0.407773854488,0.00687507058377,0.0718031069402,0.00783942118833,0.5057085468
183,0.511272634109,0.0,0.0204808434586,0.253598675909,0.214647846524
184,0.0376751585869,0.0,0.138795862973,0.169671118282,0.653857860158
185,0.410929533092,0.00455822859809,0.0441174194996,0.374512337753,0.165882481058
186,0.400282690289,0.0,0.0181884921245,0.301027771653,0.280501045934
187,0.0,0.0,0.030862058194,0.0,0.969137941806
188,0.537393213577,0.00189195722691,0.024947662751,0.261033873609,0.174733292836
189,0.647077980006,0.0,0.0,0.0408422983783,0.312079721616
190,0.865121971736,0.0,0.0,0.0364400106377,0.0984380176263
191,0.343150748152,0.0,0.0552515582511,0.428235485869,0.173362207728
192,0.410929533092,0.00455822859809,0.0441174194996,0.374512337753,0.165882481058
193,0.0844121623156,0.0,0.0538891390227,0.0933401703418,0.76835852832
194,0.576866679534,0.0,0.0339863511808,0.232063176882,0.157083792403
195,0.898119670275,0.0,0.0,0.0312629381434,0.0706173915814
196,0.714527491631,0.0173867919399,0.0,0.0838106435623,0.184275072867
197,0.623244616871,0.0,0.0262801698555,0.208738764225,0.141736449048
198,0.511272634109,0.0,0.0204808434586,0.253598675909,0.214647846524
199,0.604074271407,0.0,0.0,0.280314708269,0.115611020324
200,0.511272634109,0.0,0.0204808434586,0.253598675909,0.214647846524
201,0.0,0.368974081474,0.0,0.0,0.631025918526
202,0.46169011544,0.0,0.0,0.116786616162,0.421523268398
203,0.336283388658,0.0,0.0,0.414289459095,0.249427152247
204,0.552638040723,0.0,0.0152051462673,0.250169342067,0.181987470943
205,0.0,0.00743233341922,0.255960133475,0.360795152596,0.375812380509
206,0.353602325041,0.00944258712049,0.0407985799069,0.144538915542,0.451617592389
